name,sku,category,price_default_text,price_default,price_status,variants_json,description,image_count,product_url,source_site,last_checked,raw_text
Bánh mỳ Sandwich đông lạnh,111511,,"18,000₫",18000,available,"[{""variant_name"": ""Túi 3 chiếc"", ""variant_price_text"": ""18,000₫"", ""variant_price"": 18000}]",,12,https://nguyenson.vn/products/banh-my-sandwich-dong-lanh,Nguyễn Sơn Bakery,2026-04-23 09:50:53,"Tên sản phẩm: Bánh mỳ Sandwich đông lạnh | SKU: 111511 | Giá mặc định: 18,000₫ | Biến thể: Túi 3 chiếc - 18,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-my-sandwich-dong-lanh"
Bánh Mỳ Truyền Thống,,,Liên hệ,,contact_required,[],,9,https://nguyenson.vn/products/banh-my-truyen-thong,Nguyễn Sơn Bakery,2026-04-23 09:50:55,Tên sản phẩm: Bánh Mỳ Truyền Thống | Giá: Liên hệ | Số lượng ảnh: 9 | Nguồn: https://nguyenson.vn/products/banh-my-truyen-thong
Bánh ốc quế kem,114162,,"17,000₫",17000,available,"[{""variant_name"": ""Default Title"", ""variant_price_text"": ""17,000₫"", ""variant_price"": 17000}]",,13,https://nguyenson.vn/products/banh-oc-que-kem,Nguyễn Sơn Bakery,2026-04-23 09:50:58,"Tên sản phẩm: Bánh ốc quế kem | SKU: 114162 | Giá mặc định: 17,000₫ | Biến thể: Default Title - 17,000₫ | Số lượng ảnh: 13 | Nguồn: https://nguyenson.vn/products/banh-oc-que-kem"
Bánh Pain aux chocolate,111101,,"19,000₫",19000,available,"[{""variant_name"": ""Default Title"", ""variant_price_text"": ""19,000₫"", ""variant_price"": 19000}]",,12,https://nguyenson.vn/products/banh-pain-aux-chocolate,Nguyễn Sơn Bakery,2026-04-23 09:51:00,"Tên sản phẩm: Bánh Pain aux chocolate | SKU: 111101 | Giá mặc định: 19,000₫ | Biến thể: Default Title - 19,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-pain-aux-chocolate"
Bánh Pain aux chocolate đông lạnh,111503,,"19,000₫",19000,available,"[{""variant_name"": ""Túi 1 chiếc"", ""variant_price_text"": ""19,000₫"", ""variant_price"": 19000}]",,13,https://nguyenson.vn/products/banh-pain-aux-chocolate-dong-lanh,Nguyễn Sơn Bakery,2026-04-23 09:51:01,"Tên sản phẩm: Bánh Pain aux chocolate đông lạnh | SKU: 111503 | Giá mặc định: 19,000₫ | Biến thể: Túi 1 chiếc - 19,000₫ | Số lượng ảnh: 13 | Nguồn: https://nguyenson.vn/products/banh-pain-aux-chocolate-dong-lanh"
BánhPain Aux Raisins Đông lạnh,111507,,"19,000₫",19000,available,"[{""variant_name"": ""Túi 1 chiếc"", ""variant_price_text"": ""19,000₫"", ""variant_price"": 19000}]",,12,https://nguyenson.vn/products/banh-pain-aux-raisin-dong-lanh,Nguyễn Sơn Bakery,2026-04-23 09:51:03,"Tên sản phẩm: BánhPain Aux Raisins Đông lạnh | SKU: 111507 | Giá mặc định: 19,000₫ | Biến thể: Túi 1 chiếc - 19,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-pain-aux-raisin-dong-lanh"
Bánh Pain aux raisins,111102,,"19,000₫",19000,available,"[{""variant_name"": ""50g"", ""variant_price_text"": ""19,000₫"", ""variant_price"": 19000}]",,12,https://nguyenson.vn/products/banh-pain-aux-raisins,Nguyễn Sơn Bakery,2026-04-23 09:51:04,"Tên sản phẩm: Bánh Pain aux raisins | SKU: 111102 | Giá mặc định: 19,000₫ | Biến thể: 50g - 19,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-pain-aux-raisins"
Bánh Paté chaud,111179,,"15,300₫",15300,available,"[{""variant_name"": ""60g"", ""variant_price_text"": ""15,300₫"", ""variant_price"": 15300}]",,12,https://nguyenson.vn/products/banh-pate-chaud,Nguyễn Sơn Bakery,2026-04-23 09:51:06,"Tên sản phẩm: Bánh Paté chaud | SKU: 111179 | Giá mặc định: 15,300₫ | Biến thể: 60g - 15,300₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/banh-pate-chaud"
Bánh Paté Chaud đông lạnh,115543,,"15,300₫",15300,available,"[{""variant_name"": ""60g"", ""variant_price_text"": ""15,300₫"", ""variant_price"": 15300}]",,13,https://nguyenson.vn/products/banh-pate-chaud-dong-lanh,Nguyễn Sơn Bakery,2026-04-23 09:51:07,"Tên sản phẩm: Bánh Paté Chaud đông lạnh | SKU: 115543 | Giá mặc định: 15,300₫ | Biến thể: 60g - 15,300₫ | Số lượng ảnh: 13 | Nguồn: https://nguyenson.vn/products/banh-pate-chaud-dong-lanh"
Bánh Phúc Bồn Tử Và Sữa chua,112196,,"385,000₫",385000,available,"[{""variant_name"": ""Ngọt"", ""variant_price_text"": ""385,000₫"", ""variant_price"": 385000}, {""variant_name"": ""Ngọt"", ""variant_price_text"": ""640,000₫"", ""variant_price"": 640000}]",,14,https://nguyenson.vn/products/banh-phuc-bon-tu-sua-chua,Nguyễn Sơn Bakery,2026-04-23 09:51:09,"Tên sản phẩm: Bánh Phúc Bồn Tử Và Sữa chua | SKU: 112196 | Giá mặc định: 385,000₫ | Biến thể: Ngọt - 385,000₫, Ngọt - 640,000₫ | Số lượng ảnh: 14 | Nguồn: https://nguyenson.vn/products/banh-phuc-bon-tu-sua-chua"
Quẩy,,,Liên hệ,,contact_required,[],,9,https://nguyenson.vn/products/banh-quay,Nguyễn Sơn Bakery,2026-04-23 09:51:11,Tên sản phẩm: Quẩy | Giá: Liên hệ | Số lượng ảnh: 9 | Nguồn: https://nguyenson.vn/products/banh-quay
Bánh sú dừa,113189,,"20,000₫",20000,available,"[{""variant_name"": ""Túi"", ""variant_price_text"": ""20,000₫"", ""variant_price"": 20000}]",,10,https://nguyenson.vn/products/banh-su-dua,Nguyễn Sơn Bakery,2026-04-23 09:51:12,"Tên sản phẩm: Bánh sú dừa | SKU: 113189 | Giá mặc định: 20,000₫ | Biến thể: Túi - 20,000₫ | Số lượng ảnh: 10 | Nguồn: https://nguyenson.vn/products/banh-su-dua"
Bánh trứng nhện,113160,,"35,000₫",35000,available,"[{""variant_name"": ""Hộp"", ""variant_price_text"": ""35,000₫"", ""variant_price"": 35000}]",,10,https://nguyenson.vn/products/banh-trung-nhen,Nguyễn Sơn Bakery,2026-04-23 09:51:14,"Tên sản phẩm: Bánh trứng nhện | SKU: 113160 | Giá mặc định: 35,000₫ | Biến thể: Hộp - 35,000₫ | Số lượng ảnh: 10 | Nguồn: https://nguyenson.vn/products/banh-trung-nhen"
Bánh vừng vòng truyền thống,113124,,"22,000₫",22000,available,"[{""variant_name"": ""Hộp"", ""variant_price_text"": ""22,000₫"", ""variant_price"": 22000}]",,10,https://nguyenson.vn/products/banh-vung-vong-truyen-thong,Nguyễn Sơn Bakery,2026-04-23 09:51:15,"Tên sản phẩm: Bánh vừng vòng truyền thống | SKU: 113124 | Giá mặc định: 22,000₫ | Biến thể: Hộp - 22,000₫ | Số lượng ảnh: 10 | Nguồn: https://nguyenson.vn/products/banh-vung-vong-truyen-thong"
Biscotte bơ đường,110158,,"27,000₫",27000,available,"[{""variant_name"": ""Gói"", ""variant_price_text"": ""27,000₫"", ""variant_price"": 27000}]",,12,https://nguyenson.vn/products/biscot-bo-duong,Nguyễn Sơn Bakery,2026-04-23 09:51:17,"Tên sản phẩm: Biscotte bơ đường | SKU: 110158 | Giá mặc định: 27,000₫ | Biến thể: Gói - 27,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/biscot-bo-duong"
Black Forest cake,112106,,"355,000₫",355000,available,"[{""variant_name"": ""Ngọt"", ""variant_price_text"": ""355,000₫"", ""variant_price"": 355000}, {""variant_name"": ""Ngọt"", ""variant_price_text"": ""560,000₫"", ""variant_price"": 560000}]",,14,https://nguyenson.vn/products/black-forest-cake,Nguyễn Sơn Bakery,2026-04-23 09:51:19,"Tên sản phẩm: Black Forest cake | SKU: 112106 | Giá mặc định: 355,000₫ | Biến thể: Ngọt - 355,000₫, Ngọt - 560,000₫ | Số lượng ảnh: 14 | Nguồn: https://nguyenson.vn/products/black-forest-cake"
Blueberry Cake,116198,,"45,000₫",45000,available,"[{""variant_name"": ""90g"", ""variant_price_text"": ""45,000₫"", ""variant_price"": 45000}]",,12,https://nguyenson.vn/products/blueberry-cake-1,Nguyễn Sơn Bakery,2026-04-23 09:51:21,"Tên sản phẩm: Blueberry Cake | SKU: 116198 | Giá mặc định: 45,000₫ | Biến thể: 90g - 45,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/blueberry-cake-1"
Bộ đồ ăn,,,Liên hệ,,contact_required,[],,7,https://nguyenson.vn/products/bo-do-an,Nguyễn Sơn Bakery,2026-04-23 09:51:22,Tên sản phẩm: Bộ đồ ăn | Giá: Liên hệ | Số lượng ảnh: 7 | Nguồn: https://nguyenson.vn/products/bo-do-an
Bông lan trứng muối,111171,,"32,000₫",32000,available,"[{""variant_name"": ""90g"", ""variant_price_text"": ""32,000₫"", ""variant_price"": 32000}]",,12,https://nguyenson.vn/products/bong-lan-trung-muoi,Nguyễn Sơn Bakery,2026-04-23 09:51:24,"Tên sản phẩm: Bông lan trứng muối | SKU: 111171 | Giá mặc định: 32,000₫ | Biến thể: 90g - 32,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/bong-lan-trung-muoi"
Chocolate 1,,,Liên hệ,,contact_required,[],,13,https://nguyenson.vn/products/chocolate-1,Nguyễn Sơn Bakery,2026-04-23 09:51:25,Tên sản phẩm: Chocolate 1 | Giá: Liên hệ | Số lượng ảnh: 13 | Nguồn: https://nguyenson.vn/products/chocolate-1
Chocolate 10,,,Liên hệ,,contact_required,[],,8,https://nguyenson.vn/products/chocolate-10,Nguyễn Sơn Bakery,2026-04-23 09:51:27,Tên sản phẩm: Chocolate 10 | Giá: Liên hệ | Số lượng ảnh: 8 | Nguồn: https://nguyenson.vn/products/chocolate-10
Chocolate 3,,,Liên hệ,,contact_required,[],,8,https://nguyenson.vn/products/chocolate-3,Nguyễn Sơn Bakery,2026-04-23 09:51:30,Tên sản phẩm: Chocolate 3 | Giá: Liên hệ | Số lượng ảnh: 8 | Nguồn: https://nguyenson.vn/products/chocolate-3
Chocolate 5,,,Liên hệ,,contact_required,[],,8,https://nguyenson.vn/products/chocolate-5,Nguyễn Sơn Bakery,2026-04-23 09:51:33,Tên sản phẩm: Chocolate 5 | Giá: Liên hệ | Số lượng ảnh: 8 | Nguồn: https://nguyenson.vn/products/chocolate-5
Chocolate 6,,,Liên hệ,,contact_required,[],,8,https://nguyenson.vn/products/chocolate-6,Nguyễn Sơn Bakery,2026-04-23 09:51:36,Tên sản phẩm: Chocolate 6 | Giá: Liên hệ | Số lượng ảnh: 8 | Nguồn: https://nguyenson.vn/products/chocolate-6
Chocolate 8,,,Liên hệ,,contact_required,[],,8,https://nguyenson.vn/products/chocolate-8,Nguyễn Sơn Bakery,2026-04-23 09:51:37,Tên sản phẩm: Chocolate 8 | Giá: Liên hệ | Số lượng ảnh: 8 | Nguồn: https://nguyenson.vn/products/chocolate-8
Chocolate 9,,,Liên hệ,,contact_required,[],,8,https://nguyenson.vn/products/chocolate-9,Nguyễn Sơn Bakery,2026-04-23 09:51:41,Tên sản phẩm: Chocolate 9 | Giá: Liên hệ | Số lượng ảnh: 8 | Nguồn: https://nguyenson.vn/products/chocolate-9
Chocolate & Strawberry charlotte,112113,,"365,000₫",365000,available,"[{""variant_name"": ""Ngọt"", ""variant_price_text"": ""365,000₫"", ""variant_price"": 365000}, {""variant_name"": ""Ngọt"", ""variant_price_text"": ""670,000₫"", ""variant_price"": 670000}]",,14,https://nguyenson.vn/products/chocolate-strawberry-charlotte,Nguyễn Sơn Bakery,2026-04-23 09:51:42,"Tên sản phẩm: Chocolate & Strawberry charlotte | SKU: 112113 | Giá mặc định: 365,000₫ | Biến thể: Ngọt - 365,000₫, Ngọt - 670,000₫ | Số lượng ảnh: 14 | Nguồn: https://nguyenson.vn/products/chocolate-strawberry-charlotte"
Su Kem tròn,116187,,"35,000₫",35000,available,"[{""variant_name"": ""150g"", ""variant_price_text"": ""35,000₫"", ""variant_price"": 35000}]",,13,https://nguyenson.vn/products/choux-cream,Nguyễn Sơn Bakery,2026-04-23 09:51:45,"Tên sản phẩm: Su Kem tròn | SKU: 116187 | Giá mặc định: 35,000₫ | Biến thể: 150g - 35,000₫ | Số lượng ảnh: 13 | Nguồn: https://nguyenson.vn/products/choux-cream"
Su Kem Dài,116167,,"35,000₫",35000,available,"[{""variant_name"": ""Default Title"", ""variant_price_text"": ""35,000₫"", ""variant_price"": 35000}]",,13,https://nguyenson.vn/products/choux-cream-dai,Nguyễn Sơn Bakery,2026-04-23 09:51:46,"Tên sản phẩm: Su Kem Dài | SKU: 116167 | Giá mặc định: 35,000₫ | Biến thể: Default Title - 35,000₫ | Số lượng ảnh: 13 | Nguồn: https://nguyenson.vn/products/choux-cream-dai"
Cigarette cookies,8938516386276,,"60,000₫",60000,available,"[{""variant_name"": ""120g"", ""variant_price_text"": ""60,000₫"", ""variant_price"": 60000}]",,12,https://nguyenson.vn/products/cigarette-cookies,Nguyễn Sơn Bakery,2026-04-23 09:51:48,"Tên sản phẩm: Cigarette cookies | SKU: 8938516386276 | Giá mặc định: 60,000₫ | Biến thể: 120g - 60,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/cigarette-cookies"
Coco Praline Mousse,112199,,"365,000₫",365000,available,"[{""variant_name"": ""18cm"", ""variant_price_text"": ""365,000₫"", ""variant_price"": 365000}]",,14,https://nguyenson.vn/products/coco-praline-mousse,Nguyễn Sơn Bakery,2026-04-23 09:51:49,"Tên sản phẩm: Coco Praline Mousse | SKU: 112199 | Giá mặc định: 365,000₫ | Biến thể: 18cm - 365,000₫ | Số lượng ảnh: 14 | Nguồn: https://nguyenson.vn/products/coco-praline-mousse"
Coconut Mochi,116196,,"18,000₫",18000,available,"[{""variant_name"": ""48g"", ""variant_price_text"": ""18,000₫"", ""variant_price"": 18000}]",,12,https://nguyenson.vn/products/coconut-mochi,Nguyễn Sơn Bakery,2026-04-23 09:51:51,"Tên sản phẩm: Coconut Mochi | SKU: 116196 | Giá mặc định: 18,000₫ | Biến thể: 48g - 18,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/coconut-mochi"
Coconut Rocher cookies,8938516386320,,"40,000₫",40000,available,"[{""variant_name"": ""100g"", ""variant_price_text"": ""40,000₫"", ""variant_price"": 40000}]",,12,https://nguyenson.vn/products/coconut-rocher-cookies,Nguyễn Sơn Bakery,2026-04-23 09:51:52,"Tên sản phẩm: Coconut Rocher cookies | SKU: 8938516386320 | Giá mặc định: 40,000₫ | Biến thể: 100g - 40,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/coconut-rocher-cookies"
Coconut & Strawberry charlotte,112128,,"355,000₫",355000,available,"[{""variant_name"": ""Ngọt"", ""variant_price_text"": ""355,000₫"", ""variant_price"": 355000}, {""variant_name"": ""Ngọt"", ""variant_price_text"": ""540,000₫"", ""variant_price"": 540000}]",,14,https://nguyenson.vn/products/coconut-strawberry-charlotte,Nguyễn Sơn Bakery,2026-04-23 09:51:54,"Tên sản phẩm: Coconut & Strawberry charlotte | SKU: 112128 | Giá mặc định: 355,000₫ | Biến thể: Ngọt - 355,000₫, Ngọt - 540,000₫ | Số lượng ảnh: 14 | Nguồn: https://nguyenson.vn/products/coconut-strawberry-charlotte"
Creme Caramel,114135,,"13,000₫",13000,available,"[{""variant_name"": ""Default Title"", ""variant_price_text"": ""13,000₫"", ""variant_price"": 13000}]",,12,https://nguyenson.vn/products/creme-caramel,Nguyễn Sơn Bakery,2026-04-23 09:51:55,"Tên sản phẩm: Creme Caramel | SKU: 114135 | Giá mặc định: 13,000₫ | Biến thể: Default Title - 13,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/creme-caramel"
Croissant Trứng Muối,111181,,"27,000₫",27000,available,"[{""variant_name"": ""75g"", ""variant_price_text"": ""27,000₫"", ""variant_price"": 27000}]",,12,https://nguyenson.vn/products/croissant-trung-muoi,Nguyễn Sơn Bakery,2026-04-23 09:51:58,"Tên sản phẩm: Croissant Trứng Muối | SKU: 111181 | Giá mặc định: 27,000₫ | Biến thể: 75g - 27,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/croissant-trung-muoi"
Dark chocolate cookies,8936207770007,,"60,000₫",60000,available,"[{""variant_name"": ""130g"", ""variant_price_text"": ""60,000₫"", ""variant_price"": 60000}]",,12,https://nguyenson.vn/products/dark-chocolate-cookies,Nguyễn Sơn Bakery,2026-04-23 09:52:00,"Tên sản phẩm: Dark chocolate cookies | SKU: 8936207770007 | Giá mặc định: 60,000₫ | Biến thể: 130g - 60,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/dark-chocolate-cookies"
Đế Pizza,,,Liên hệ,,contact_required,[],,9,https://nguyenson.vn/products/de-pizza-dong-lanh,Nguyễn Sơn Bakery,2026-04-23 09:52:02,Tên sản phẩm: Đế Pizza | Giá: Liên hệ | Số lượng ảnh: 9 | Nguồn: https://nguyenson.vn/products/de-pizza-dong-lanh
Delicacy coconut cookies,8938516386313,,"40,000₫",40000,available,"[{""variant_name"": ""100g"", ""variant_price_text"": ""40,000₫"", ""variant_price"": 40000}]",,12,https://nguyenson.vn/products/delicacy-coconut-cookies,Nguyễn Sơn Bakery,2026-04-23 09:52:03,"Tên sản phẩm: Delicacy coconut cookies | SKU: 8938516386313 | Giá mặc định: 40,000₫ | Biến thể: 100g - 40,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/delicacy-coconut-cookies"
Feuillete Aux Chocolat,111165,,"20,000₫",20000,available,"[{""variant_name"": ""50g"", ""variant_price_text"": ""20,000₫"", ""variant_price"": 20000}]",,12,https://nguyenson.vn/products/feuillete-au-chocolat,Nguyễn Sơn Bakery,2026-04-23 09:52:05,"Tên sản phẩm: Feuillete Aux Chocolat | SKU: 111165 | Giá mặc định: 20,000₫ | Biến thể: 50g - 20,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/feuillete-au-chocolat"
Flan Pudding Chocolate,114169,,"16,000₫",16000,available,"[{""variant_name"": ""90g"", ""variant_price_text"": ""16,000₫"", ""variant_price"": 16000}]",,12,https://nguyenson.vn/products/flan-pudding-chocolate,Nguyễn Sơn Bakery,2026-04-23 09:52:06,"Tên sản phẩm: Flan Pudding Chocolate | SKU: 114169 | Giá mặc định: 16,000₫ | Biến thể: 90g - 16,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/flan-pudding-chocolate"
Flan Pudding Trà Xanh,114170,,"16,000₫",16000,available,"[{""variant_name"": ""90g"", ""variant_price_text"": ""16,000₫"", ""variant_price"": 16000}]",,12,https://nguyenson.vn/products/flan-pudding-tra-xanh,Nguyễn Sơn Bakery,2026-04-23 09:52:08,"Tên sản phẩm: Flan Pudding Trà Xanh | SKU: 114170 | Giá mặc định: 16,000₫ | Biến thể: 90g - 16,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/flan-pudding-tra-xanh"
Green Tea Cake,116206,,"40,000₫",40000,available,"[{""variant_name"": ""75g"", ""variant_price_text"": ""40,000₫"", ""variant_price"": 40000}]",,12,https://nguyenson.vn/products/green-tea-cake-1,Nguyễn Sơn Bakery,2026-04-23 09:52:09,"Tên sản phẩm: Green Tea Cake | SKU: 116206 | Giá mặc định: 40,000₫ | Biến thể: 75g - 40,000₫ | Số lượng ảnh: 12 | Nguồn: https://nguyenson.vn/products/green-tea-cake-1"
Green tea cheese cake,112115,,"355,000₫",355000,available,"[{""variant_name"": ""Ngọt vừa"", ""variant_price_text"": ""355,000₫"", ""variant_price"": 355000}]",,14,https://nguyenson.vn/products/green-tea-cheese-cake,Nguyễn Sơn Bakery,2026-04-23 09:52:11,"Tên sản phẩm: Green tea cheese cake | SKU: 112115 | Giá mặc định: 355,000₫ | Biến thể: Ngọt vừa - 355,000₫ | Số lượng ảnh: 14 | Nguồn: https://nguyenson.vn/products/green-tea-cheese-cake"
Hawaii mousse,112114,,"365,000₫",365000,available,"[{""variant_name"": ""20 cm"", ""variant_price_text"": ""365,000₫"", ""variant_price"": 365000}, {""variant_name"": ""28 cm"", ""variant_price_text"": ""615,000₫"", ""variant_price"": 615000}]",,14,https://nguyenson.vn/products/hawaii-mousse,Nguyễn Sơn Bakery,2026-04-23 09:52:12,"Tên sản phẩm: Hawaii mousse | SKU: 112114 | Giá mặc định: 365,000₫ | Biến thể: 20 cm - 365,000₫, 28 cm - 615,000₫ | Số lượng ảnh: 14 | Nguồn: https://nguyenson.vn/products/hawaii-mousse"
Hawaii Cake Piece,116190,,"40,000₫",40000,available,"[{""variant_name"": ""90g"", ""variant_price_text"": ""40,000₫"", ""variant_price"": 40000}]",,13,https://nguyenson.vn/products/hawaii-mousse-cake-piece,Nguyễn Sơn Bakery,2026-04-23 09:52:14,"Tên sản phẩm: Hawaii Cake Piece | SKU: 116190 | Giá mặc định: 40,000₫ | Biến thể: 90g - 40,000₫ | Số lượng ảnh: 13 | Nguồn: https://nguyenson.vn/products/hawaii-mousse-cake-piece"
Hộp trung thu Bạch Liên,,,Liên hệ,,contact_required,[],,9,https://nguyenson.vn/products/hop-trung-thu-bach-lien,Nguyễn Sơn Bakery,2026-04-23 09:52:16,Tên sản phẩm: Hộp trung thu Bạch Liên | Giá: Liên hệ | Số lượng ảnh: 9 | Nguồn: https://nguyenson.vn/products/hop-trung-thu-bach-lien
Hộp trung thu Đại Cát,,,Liên hệ,,contact_required,[],,9,https://nguyenson.vn/products/hop-trung-thu-dai-cat,Nguyễn Sơn Bakery,2026-04-23 09:52:17,Tên sản phẩm: Hộp trung thu Đại Cát | Giá: Liên hệ | Số lượng ảnh: 9 | Nguồn: https://nguyenson.vn/products/hop-trung-thu-dai-cat
Hộp trung thu Hoài Cổ,,,Liên hệ,,contact_required,[],,9,https://nguyenson.vn/products/hop-trung-thu-hoai-co,Nguyễn Sơn Bakery,2026-04-23 09:52:19,Tên sản phẩm: Hộp trung thu Hoài Cổ | Giá: Liên hệ | Số lượng ảnh: 9 | Nguồn: https://nguyenson.vn/products/hop-trung-thu-hoai-co
Hộp trung thu Hội trăng rằm,,,Liên hệ,,contact_required,[],,9,https://nguyenson.vn/products/hop-trung-thu-hoi-trang-ram,Nguyễn Sơn Bakery,2026-04-23 09:52:21,Tên sản phẩm: Hộp trung thu Hội trăng rằm | Giá: Liên hệ | Số lượng ảnh: 9 | Nguồn: https://nguyenson.vn/products/hop-trung-thu-hoi-trang-ram
Hộp trung thu Lam Nguyệt,,,Liên hệ,,contact_required,[],,9,https://nguyenson.vn/products/hop-trung-thu-lam-nguyet,Nguyễn Sơn Bakery,2026-04-23 09:52:24,Tên sản phẩm: Hộp trung thu Lam Nguyệt | Giá: Liên hệ | Số lượng ảnh: 9 | Nguồn: https://nguyenson.vn/products/hop-trung-thu-lam-nguyet
